fileName	Record	FieldHeading	Data
photoVoltPrintElecPats	15	link	http://www.google.com/patents/US8633474
photoVoltPrintElecPats	16	title	Patent WO2013124686A1 - Organic semiconductor compositions ...
photoVoltPrintElecPats	16	snippet	Aug 29, 2013 ... The invention has application in the field of printed electronics and is ... photodetectors, organic photovoltaic (OPV) cells, sensors, memory...
photoVoltPrintElecPats	16	link	http://www.google.com/patents/WO2013124686A1?cl=en
photoVoltPrintElecPats	17	title	Patent WO2012078517A1 - Inks for solar cell inverted structures ...
photoVoltPrintElecPats	17	snippet	Jun 14, 2012 ... A method of forming an inverted photovoltaic device comprising: ..... Other applications include those in the field of printed electronics, printed...
photoVoltPrintElecPats	17	link	http://www.google.com/patents/WO2012078517A1?cl=en
photoVoltPrintElecPats	18	title	Patent WO2014064432A1 - Functional inks based on layered ...
photoVoltPrintElecPats	18	snippet	May 1, 2014 ... ... such as transistors, photovoltaic devices, organic light-emitting ..... flexible printed electronics, displays, touch screens, radio frequency tags,...
photoVoltPrintElecPats	18	link	http://www.google.com/patents/WO2014064432A1?cl=en
photoVoltPrintElecPats	19	title	Patent US20110204341 - Organic electronic devices and polymers ...
photoVoltPrintElecPats	19	snippet	Aug 25, 2011 ... Good photovoltaic efficiency and lifetime can be achieved. ...... OFETs, batteries, and printed electronics generally, as well as sensors.
photoVoltPrintElecPats	19	link	http://www.google.com/patents/US20110204341
photoVoltPrintElecPats	20	title	Patent US20070238854 - Heterocyclic Fused Isothiazole and ...
photoVoltPrintElecPats	20	snippet	Oct 11, 2007 ... ... radio frequency identification (RFID) tags, printed electronics, ultracapacitors, organic photovoltaics (OPV's), sensors, lasers, small molecule...
photoVoltPrintElecPats	20	link	http://www.google.com/patents/US20070238854
photoVoltPrintElecPats	21	title	Patent US20120097059 - Nanowire ink compositions and printing of ...
photoVoltPrintElecPats	21	snippet	Apr 26, 2012 ... The ink compositions are suited for printed electronics by gravure, ... light emitting diode (OLED), thin film photovoltaic cells (PV), and the like.
photoVoltPrintElecPats	21	link	http://www.google.com/patents/US20120097059
photoVoltPrintElecPats	22	title	Patent WO2013168048A1 - Phenacene compounds for organic ...
photoVoltPrintElecPats	22	snippet	Nov 14, 2013 ... A photovoltaic device comprising the thin film semiconductor of claim 9. 12. ..... For example, much of the printed electronics technology has...
photoVoltPrintElecPats	22	link	http://www.google.com/patents/WO2013168048A1?cl=en
photoVoltPrintElecPats	23	title	Patent US20070282099 - Heterocyclic fused imidazolone ...
photoVoltPrintElecPats	23	snippet	Dec 6, 2007 ... ... photovoltaics, advanced memory devices, organic field effect transistors, ultracapacitors, electroluminescent devices, printed electronics,...
photoVoltPrintElecPats	23	link	http://www.google.com/patents/US20070282099
photoVoltPrintElecPats	24	title	Patent WO2012082893A2 - Fluoro monomers, oligomers, and ...
photoVoltPrintElecPats	24	snippet	Jun 21, 2012 ... High performance organic photovoltaic cells based on donor acceptor ... In addition, printed electronics are generally known in the art. See, for...
photoVoltPrintElecPats	24	link	http://www.google.com/patents/WO2012082893A2?cl=en
photoVoltPrintElecPats	25	title	Patent US8158032 - Silver nanoparticle ink composition for highly ...
photoVoltPrintElecPats	25	snippet	Apr 17, 2012 ... ... light-emitting diodes (LEDs), RFID tags, photovoltaics, and the like. ... inks represent a promising class of materials for printed electronics.
photoVoltPrintElecPats	25	link	http://www.google.com/patents/US8158032
photoVoltPrintElecPats	26	title	Patent WO2008143850A2 - Mixed halogen polymerization - Google ...
photoVoltPrintElecPats	26	snippet	Nov 27, 2008 ... ... for example, printed electronics, solar cells, light-emitting diodes, and thin film transistors. In particular, solar cells (or photovoltaic devices...
photoVoltPrintElecPats	26	link	http://www.google.com/patents/WO2008143850A2?cl=en
photoVoltPrintElecPats	27	title	Patent WO2013066669A2 - Structures incorporating silicon ...
photoVoltPrintElecPats	27	snippet	May 10, 2013 ... Photovoltaic cells are an important alternative energy source with ..... thin film silicon solar cells, as well as for printed electronics applications.
photoVoltPrintElecPats	27	link	http://www.google.com/patents/WO2013066669A2?cl=en
photoVoltPrintElecPats	28	title	16
photoVoltPrintElecPats	28	snippet	06/23/2011, WO2011019523A3 Roll mechanics for enabling printed electronics ... 05/19/2011, DE102009053771A1 Vehicle component, has photovoltaic...
photoVoltPrintElecPats	28	link	https://www.google.com/patents/sitemap/en/Sitemap/B41/B41F/B41F_17_16.html
photoVoltPrintElecPats	29	title	Patent US7982055 - Heterocyclic fused selenophene monomers ...
photoVoltPrintElecPats	29	snippet	Jul 19, 2011 ... ... photovoltaics, advanced memory devices, organic field effect transistors, ultracapacitors, electroluminescent devices, printed electronics,...
photoVoltPrintElecPats	29	link	https://www.google.com/patents/US7982055
photoVoltPrintElecPats	30	title	Patent WO2014029014A1 - Thieno, furo and selenopheno-[3,4-c ...
photoVoltPrintElecPats	30	snippet	Feb 27, 2014 ... Among all photovoltaic technologies, polymer bulk heterojunction (BHJ) .... batteries, and printed electronics generally, as well as sensors.
photoVoltPrintElecPats	30	link	http://www.google.com/patents/WO2014029014A1?cl=en
