fileName	Record	FieldHeading	Data
hydrinoProcessPats	20	snippet	US4459187A * 1979-05-29 1984-07-10 Snamprogetti, S.P.A. Process for storing and producing ... A VIJH: "Hydrino atom: novel chemistry or invalid physics?
hydrinoProcessPats	20	link	https://www.google.com/patents/WO2014025443A3?cl=zh
hydrinoProcessPats	21	title	US20090098421A1 - Hydrogen-Catalyst Reactor - Google Patents
hydrinoProcessPats	21	snippet	... meet the catalyst criteriona chemical or physical process with an enthalpy ... Hydrinos. [0005]. A hydrogen atom having a binding energy given by. [0000].
hydrinoProcessPats	21	link	http://www.google.com/patents/US20090098421
hydrinoProcessPats	22	title	US20160322776A1 - Co2-n2-he gas dynamic laser - Google Patents
hydrinoProcessPats	22	snippet	US20120120980A1 * 2009-08-05 2012-05-17 Mills Randell L Molecular hydrino laser ... US4099140A 1978-07-04 Chemical laser process and apparatus.
hydrinoProcessPats	22	link	https://www.google.com/patents/US20160322776
hydrinoProcessPats	23	title	CA2673847A1 - System and method of computing and rendering ...
hydrinoProcessPats	23	snippet	G06F19/701 Chemoinformatics, i.e. data processing methods or systems for the ..... Hydrino States", in press, http://www.blacklightpower.com/techpapers.shtml.
hydrinoProcessPats	23	link	https://www.google.com/patents/CA2673847A1?cl=en
hydrinoProcessPats	24	title	CN100575246C - - Google Patents
hydrinoProcessPats	24	snippet	... Plasma Chemistry and Plasma Processing; R.Mills J. Dong Y. Lu" Observation of .... l)hydrino hydrino
hydrinoProcessPats	24	link	https://www.google.com/patents/CN100575246C
hydrinoProcessPats	25	title	CN104521046A - Ciht- Google Patents
hydrinoProcessPats	25	snippet	A.K.VIJH: "Hydrino atom: novel chemistry or invalid physics? ... US6649304B2 2003-11-18 Nickel-series rechargeable battery and process for the production...
hydrinoProcessPats	25	link	https://www.google.com/patents/CN104521046A?cl=zh
hydrinoProcessPats	26	title	CN103460469A - - Google Patents
hydrinoProcessPats	26	snippet	... (hydrino) ...... (Haber process)(Ostwald process))
hydrinoProcessPats	26	link	https://www.google.com/patents/CN103460469A
